uid;abstract_id;conference_acronym;conference_place;creators_json;creator_names;creators_amount;creators_group_type;creators_group_publication;groups_with_female;creators_with_female_YN;creators_with_female_amount;creators_with_male_amount;creators_group_interdisciplinary;title;format_type
22090;90;DHd 2022;Potsdam;[{'affiliation': 'Theodor-Fontane-Archiv, Universität Potsdam', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807'}, {'affiliation': 'Leibniz-Institut für Europäische Geschichte (IEG)', 'name': 'Cremer, Fabian', 'orcid': '0000-0001-8251-9727'}, {'affiliation': 'Steinheim-Institut (STI), Germany', 'name': 'Lordick, Harald', 'orcid': '0000-0002-5070-4263'}, {'affiliation': 'Netzwerk Digitale Geisteswissenschaften, Universität Potsdam', 'name': 'Mischke, Dennis', 'orcid': '0000-0001-8892-5419'}, {'affiliation': 'Universitätsbibliothek Braunschweig', 'name': 'Steyer, Timo', 'orcid': '0000-0003-0218-2269'}];"Busch, Anna;Cremer, Fabian;Lordick, Harald;Mischke, Dennis;Steyer, Timo";5;Kleingruppe;Kleingruppe_Poster;Kleingruppe_WAHR;WAHR;1;4;Kleingruppe_INTER;Strukturen und Impulse zur Weiterentwicklung der DHd-Abstracts;Poster
22091;91;DHd 2022;Potsdam;[{'affiliation': 'Universität für Weiterbildung Krems, Austria', 'name': 'Mayr, Eva', 'orcid': '0000-0001-8402-5990'}, {'affiliation': 'Universität für Weiterbildung Krems, Austria', 'name': 'Liem, Johannes', 'orcid': '0000-0001-8696-0245'}, {'affiliation': 'Universität für Weiterbildung Krems, Austria', 'name': 'High-Steskal, Nicole', 'orcid': '0000-0002-9823-5507'}, {'affiliation': 'Universität für Weiterbildung Krems, Austria', 'name': 'Grebe, Anja', 'orcid': '0000-0002-1926-3623'}, {'affiliation': 'Universität für Weiterbildung Krems, Austria', 'name': 'Windhager, Florian', 'orcid': '0000-0002-5170-2243'}];"Mayr, Eva;Liem, Johannes;High-Steskal, Nicole;Grebe, Anja;Windhager, Florian";5;Kleingruppe;Kleingruppe_Poster;Kleingruppe_WAHR;WAHR;3;2;Kleingruppe_NICHT;Leben, Werke und Datensilos - Zur Verknüpfung und Visualisierung von im/materiellen Komponenten des kulturellen Erbes;Poster
22092;92;DHd 2022;Potsdam;[{'affiliation': 'Geschichtsvermittlung durch Unterhaltungsmedien in Lateinamerika. Labor für Erinnerungsforschung und digitale Methoden (GUMELAB, FU Berlin), Germany', 'name': 'Meding, Holle Ameriga'}, {'affiliation': 'Geschichtsvermittlung durch Unterhaltungsmedien in Lateinamerika. Labor für Erinnerungsforschung und digitale Methoden (GUMELAB, FU Berlin), Germany', 'name': 'Contreras Saiz, Mónika'}, {'affiliation': 'Geschichtsvermittlung durch Unterhaltungsmedien in Lateinamerika. Labor für Erinnerungsforschung und digitale Methoden (GUMELAB, FU Berlin), Germany', 'name': 'Muessemann, Hannah'}];"Meding, Holle Ameriga;Contreras Saiz, Mónika;Muessemann, Hannah";6;Großgruppe;Großgruppe_Poster;Großgruppe_WAHR;WAHR;3;3;Großgruppe_INTER;Analyse der Rezeption von Telenovelas und Serien über lateinamerikanische Geschichte durch Algorithmen;Poster
22093;93;DHd 2022;Potsdam;[{'affiliation': 'TU Dresden, Germany', 'name': 'Meier-Vieracker, Simon', 'orcid': '0000-0002-0141-9327'}, {'affiliation': 'Universität Greifswald, Germany', 'name': 'Kreuzmair, Elias', 'orcid': '0000-0003-0652-4748'}];"Meier-Vieracker, Simon;Kreuzmair, Elias";2;Duo;Duo_Poster;Duo_FALSCH;FALSCH;0;2;Duo_INTER;Aktualität und Gedächtnis - Zur korpusanalytischen Untersuchung von Gegenwartsliteratur auf Twitter;Poster
22094;94;DHd 2022;Potsdam;[{'affiliation': 'Technische Universität Darmstadt, Germany', 'name': 'Meister, Malte', 'orcid': '0000-0002-9670-3573'}, {'affiliation': 'Technische Universität Darmstadt, Germany', 'name': 'Vauth, Michael', 'orcid': '0000-0002-3668-6273'}, {'affiliation': 'Technische Universität Darmstadt, Germany', 'name': 'Gerstorfer, Dominik', 'orcid': '0000-0002-8095-2540'}];"Meister, Malte;Vauth, Michael;Gerstorfer, Dominik";3;Kleingruppe;Kleingruppe_Poster;Kleingruppe_FALSCH;FALSCH;0;3;Kleingruppe_INTER;GitMA-Poster - CATMA-Daten via Git abrufen und mittels Python-Bibliothek weiterverarbeiten;Poster
22095;95;DHd 2022;Potsdam;[{'affiliation': 'Freie Universität Berlin, Germany', 'name': 'Mischke, Dennis', 'orcid': '0000-0001-8892-5419'}, {'affiliation': 'Universität Potsdam, Germany', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320'}, {'affiliation': 'Universität Potsdam, Germany', 'name': 'Sluyter-Gäthje, Henny', 'orcid': '0000-0003-2969-3237'}];"Mischke, Dennis;Trilcke, Peer;Sluyter-Gäthje, Henny";3;Kleingruppe;Kleingruppe_Vortrag;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;Hackathons als kollektiv-kreative Bildungsereignisse. Ein Konzept zur Gestaltung offener Lehrveranstaltungen in den Digital Humanities;Vortrag
22096;96;DHd 2022;Potsdam;[{'affiliation': 'Martin-Luther-Universität Halle-Wittenberg, Germany', 'name': 'Moeller, Katrin'}, {'affiliation': 'Martin-Luther-Universität Halle-Wittenberg, Germany', 'name': 'Goldberg, Jan Michael'}];"Moeller, Katrin;Goldberg, Jan Michael";2;Duo;Duo_Vortrag;Duo_WAHR;WAHR;1;1;Duo_NICHT;Automatisierte Extraktion und Klassifikation von Variantenschreibungen historischer Berufsbezeichnungen in seriellen Quellen des 16. bis 20. Jahrhunderts;Vortrag
22097;97;DHd 2022;Potsdam;[{'affiliation': 'Martin-Luther-Universität Halle-Wittenberg, Germany', 'name': 'Moeller, Katrin'}, {'affiliation': 'Universitätsbibliothek der Freien Universität Berlin, Germany', 'name': 'Söring, Sibylle', 'orcid': '0000-0002-1698-3289'}, {'affiliation': 'Universitätsbibliothek und Fachinformationsdienst Sozial- und Kulturanthropologie an der Humboldt-Universität zu Berlin, Germany', 'name': 'Imeri, Sabine'}, {'affiliation': 'Servicezentrum eSciences der Universität Trier', 'name': 'Lemaire, Marina'}, {'affiliation': 'Hessisches Landesarchiv Marburg', 'name': 'Reichert, Nils'}];"Moeller, Katrin;Söring, Sibylle;Imeri, Sabine;Lemaire, Marina;Reichert, Nils";5;Kleingruppe;Kleingruppe_Workshop;Kleingruppe_WAHR;WAHR;4;1;Kleingruppe_INTER;Ethisch - transparent - offen - Die CARE-Prinzipien und ihre Implikationen für geisteswissenschaftliche FDM-Services;Workshop
22098;98;DHd 2022;Potsdam;[{'affiliation': 'Universität zu Köln, Germany', 'name': 'Mollenhauer, Elisabeth', 'orcid': '0000-0001-8034-7191'}, {'affiliation': 'Universität zu Köln, Germany', 'name': 'Rau, Felix', 'orcid': '0000-0003-4167-0601'}];"Mollenhauer, Elisabeth;Rau, Felix";2;Duo;Duo_Poster;Duo_WAHR;WAHR;1;1;Duo_NICHT;"FDM-Awareness in Zeiten von Corona - Sammelkarten zum Forschungsdatenmanagement ""Daten & Datteln digital""";Poster
22099;99;DHd 2022;Potsdam;"[{'affiliation': 'FSU Jena, Germany', 'name': 'Muenster, Sander'}, {'affiliation': 'JMU Wuerzburg, Germany', 'name': 'Bruschke, Jonas'}, {'affiliation': 'FSU Jena, Germany', 'name': 'Kroeber, Cindy'}, {'affiliation': 'LMU Muenchen, Germany', 'name': 'Hoppe, Stephan'}, {'affiliation': 'FSU Jena, Germany', 'name': 'Maiwald, Ferdinand'}, {'affiliation': 'JMU Wuerzburg, Germany', 'name': 'Niebling, Florian'}, {'affiliation': 'LMU Muenchen, Germany', 'name': 'Pattee, Aaron'}, {'affiliation': 'FSU Jena, Germany; U. Bielefeld, Germany', 'name': 'Utescher, Ronja'}, {'affiliation': 'U. Bielefeld, Germany', 'name': 'Zarriess, Sina'}]";"Muenster, Sander;Bruschke, Jonas;Kroeber, Cindy;Hoppe, Stephan;Maiwald, Ferdinand;Niebling, Florian;Pattee, Aaron;Utescher, Ronja;Zarriess, Sina";9;Großgruppe;Großgruppe_Vortrag;Großgruppe_WAHR;WAHR;3;6;Großgruppe_INTER;Multimodale KI zur Unterstützung geschichtswissenschaftlicher Quellenkritik – ein Forschungsaufriss;Vortrag
22100;100;DHd 2022;Potsdam;[{'affiliation': 'Universität Hamburg, Germany', 'name': 'Müller, Melissa'}];Müller, Melissa;1;Single;Single_Poster;Single_WAHR;WAHR;1;0;Single_NICHT;Möglichkeiten und Grenzen eines digitalen barocken Gedächtnisses - Ein DFG-Projekt in der Rückschau.;Poster
22101;101;DHd 2022;Potsdam;[{'affiliation': 'Universität Hamburg, Germany', 'name': 'Nantke, Julia', 'orcid': '0000-0002-8037-1009'}, {'affiliation': 'Universität Hamburg, Germany', 'name': 'Bläß, Sandra'}, {'affiliation': 'Universität Hamburg, Germany', 'name': 'Flueh, Marie'}, {'affiliation': 'Staats- und Universitätsbibliothek Hamburg, Germany', 'name': 'Maus, David', 'orcid': '0000-0001-9292-5673'}];"Nantke, Julia;Bläß, Sandra;Flueh, Marie;Maus, David";4;Kleingruppe;Kleingruppe_Vortrag;Kleingruppe_WAHR;WAHR;3;1;Kleingruppe_INTER;Best of Both Worlds - Zur Kombination algorithmischer und manueller Verfahren bei der Erschließung großer Handschriftenkorpora;Vortrag
22102;102;DHd 2022;Potsdam;[{'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften, Germany', 'name': 'Czmiel, Alexander'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften, Germany', 'name': 'Neuber, Frederike', 'orcid': '0000-0001-8279-9298'}];"Czmiel, Alexander;Neuber, Frederike";2;Duo;Duo_Poster;Duo_WAHR;WAHR;1;1;Duo_NICHT;'Arbeitskulturen' im Wandel - Erfahrungen und Entwicklungen in 20 Jahren DH-Praxis;Poster
22103;103;DHd 2022;Potsdam;[{'affiliation': 'Universität zu Köln', 'name': 'Neuefeind, Claes'}, {'affiliation': 'Universität zu Köln', 'name': 'Mondaca, Francisco'}, {'affiliation': 'Universität zu Köln', 'name': 'Eide, Øyvind'}, {'affiliation': 'Ruhr-Universität Bochum', 'name': 'Colditz, Iris'}, {'affiliation': 'Ruhr-Universität Bochum', 'name': 'Jügel, Thomas'}, {'affiliation': 'Ruhr-Universität Bochum', 'name': 'Rezania, Kianoosh'}, {'affiliation': 'Freie Universität Berlin', 'name': 'Zeini, Arash'}, {'affiliation': 'Freie Universität Berlin', 'name': 'Cantera, Alberto'}, {'affiliation': 'Hebrew University Jerusalem', 'name': 'Emanuel, Chagai'}, {'affiliation': 'Hebrew University Jerusalem', 'name': 'Shaked, Shaul'}];"Neuefeind, Claes;Mondaca, Francisco;Eide, Øyvind;Colditz, Iris;Jügel, Thomas;Rezania, Kianoosh;Zeini, Arash;Cantera, Alberto;Emanuel, Chagai;Shaked, Shaul";10;Großgruppe;Großgruppe_Poster;Großgruppe_WAHR;WAHR;1;9;Großgruppe_INTER;Das zoroastrische Mittelpersische - Digitales Corpus und Wörterbuch (MPCD);Poster
22104;104;DHd 2022;Potsdam;[{'affiliation': 'Georg-Eckert-Institut - Leibniz-Institut für internationale Schulbuchforschung, Germany', 'name': 'Nieländer, Maret', 'orcid': '0000-0002-5972-6362'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Jurish, Bryan', 'orcid': '0000-0003-4230-3790'}, {'affiliation': 'Georg-Eckert-Institut - Leibniz-Institut für internationale Schulbuchforschung, Germany', 'name': 'Scheel, Christian', 'orcid': '0000-0002-9718-690X'}];"Nieländer, Maret;Jurish, Bryan;Scheel, Christian";3;Kleingruppe;Kleingruppe_Poster;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;DiaCollo für GEI-Digital - Ein experimentelles Projekt zur weiteren Erschließung digitalisierter historischer Schulbuchbestände;Poster
22105;105;DHd 2022;Potsdam;[{'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Althage, Melanie', 'orcid': '0000-0001-5233-1061'}, {'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Dreyer, Malte', 'orcid': '0000-0002-1775-8622'}, {'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Guescini, Rolf', 'orcid': '0000-0003-4325-5751'}, {'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Hiltmann, Torsten', 'orcid': '0000-0002-6757-6210'}, {'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Lüdeling, Anke'}, {'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Odebrecht, Carolin', 'orcid': '0000-0003-4887-7701'}];"Althage, Melanie;Dreyer, Malte;Guescini, Rolf;Hiltmann, Torsten;Lüdeling, Anke;Odebrecht, Carolin";6;Großgruppe;Großgruppe_Poster;Großgruppe_WAHR;WAHR;3;3;Großgruppe_NICHT;Referenzierung des digitalen kulturellen (Text-)Erbes - Digitale Quellenkritik und Modellierung von Metadaten;Poster
22106;106;DHd 2022;Potsdam;[{'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Balck, Sandra', 'orcid': '0000-0002-0573-3911'}, {'affiliation': 'Freie Universität Berlin, Germany', 'name': 'Menzel, Sina', 'orcid': '0000-0003-1798-2672'}, {'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Petras, Vivien', 'orcid': '0000-0002-8113-1509'}, {'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Schnaitter, Hannes', 'orcid': '0000-0002-1602-6032'}, {'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Zinck, Josefine', 'orcid': '0000-0002-7511-098X'}];"Balck, Sandra;Menzel, Sina;Petras, Vivien;Schnaitter, Hannes;Zinck, Josefine";5;Kleingruppe;Kleingruppe_Vortrag;Kleingruppe_WAHR;WAHR;4;1;Kleingruppe_INTER;Fluch und Segen der Visualisierung - Unterschiedliche Zielfunktionen im Forschungsprozess der historischen Netzwerkanalyse;Vortrag
22107;107;DHd 2022;Potsdam;[{'affiliation': 'Hochschule der Medien Stuttgart, Deutschland', 'name': 'Pfeffer, Magnus', 'orcid': '0000-0002-2141-6721'}, {'affiliation': 'Hochschule der Medien Stuttgart, Deutschland', 'name': 'Kacsuk, Zoltan', 'orcid': '0000-0002-6733-3294'}, {'affiliation': 'Ritsumeikan University, Kyoto, Japan', 'name': 'Roth, Martin', 'orcid': '0000-0002-0838-1034'}];"Pfeffer, Magnus;Kacsuk, Zoltan;Roth, Martin";3;Kleingruppe;Kleingruppe_Vortrag;Kleingruppe_FALSCH;FALSCH;0;3;Kleingruppe_INTER;Japanese Visual Media Graph - Bündelung des Wissens von Fan-Gemeinschaften in einem domänenspezifischen Knowledge Graph;Vortrag
22108;108;DHd 2022;Potsdam;[{'affiliation': 'University of Stuttgart, Germany', 'name': 'Andresen, Melanie', 'orcid': '0000-0002-3913-1273'}, {'affiliation': 'Heidelberg University, Germany', 'name': 'Krautter, Benjamin'}, {'affiliation': 'University of Stuttgart, Germany', 'name': 'Pagel, Janis'}, {'affiliation': 'FU Berlin, Germany', 'name': 'Pichler, Axel'}];"Andresen, Melanie;Krautter, Benjamin;Pagel, Janis;Pichler, Axel";4;Kleingruppe;Kleingruppe_Workshop;Kleingruppe_WAHR;WAHR;2;2;Kleingruppe_INTER;Vom Begriff über das Phänomen zur Analyse - Ein CRETA-Workshop zur Operationalisierung in den DH;Workshop
22109;109;DHd 2022;Potsdam;[{'affiliation': 'Julius-Maximilians-Universität Würzburg, Germany', 'name': 'Pielström, Steffen', 'orcid': '0000-0003-1016-2911'}, {'affiliation': 'Universität Stuttgart, Germany', 'name': 'Jung, Kerstin', 'orcid': '0000-0002-9548-8461'}];"Pielström, Steffen;Jung, Kerstin";2;Duo;Duo_Poster;Duo_WAHR;WAHR;1;1;Duo_INTER;Das DFG Schwerpunktprogramm Computational Literary Studies;Poster
22110;110;DHd 2022;Potsdam;[{'affiliation': 'Martin-Luther Universität Halle-Wittenberg, Germany', 'name': 'Purschwitz, Anne', 'orcid': '0000-0002-2754-8792'}, {'affiliation': 'Ministerium für Digitalisierung Schleswig-Holstein', 'name': 'Zedlitz, Jesper', 'orcid': '0000-0003-2664-5010'}];"Purschwitz, Anne;Zedlitz, Jesper";2;Duo;Duo_Vortrag;Duo_WAHR;WAHR;1;1;Duo_INTER;Vom gedruckten Gazetteer zum digitalen Ortsverzeichnis - Das Geschichtliche Ortsverzeichnis (GOV);Vortrag
22111;111;DHd 2022;Potsdam;[{'affiliation': 'Martin-Luther-Universität Halle-Wittenberg, Germany', 'name': 'Pöckelmann, Marcus', 'orcid': '0000-0001-8718-1198'}, {'affiliation': 'Martin-Luther-Universität Halle-Wittenberg, Germany', 'name': 'Rebiger, Bill'}];"Pöckelmann, Marcus;Rebiger, Bill";2;Duo;Duo_Poster;Duo_FALSCH;FALSCH;0;2;Duo_NICHT;Anpassungen von LERA zum Vergleich hebräischer Textzeugen des kabbalistischen Traktats Keter Shem Ṭov;Poster
22112;112;DHd 2022;Potsdam;[{'affiliation': 'Austrian Institute of Technology in Wien, Österreich', 'name': 'Rainer, Simon'}, {'affiliation': 'Sächsische Akademie der Wissenschaften zu Leipzig, Deutschland', 'name': 'Radisch, Erik'}];"Rainer, Simon;Radisch, Erik";2;Duo;Duo_Workshop;Duo_FALSCH;FALSCH;0;2;Duo_INTER;Annotorious - Eine JavaScript-Bibliothek für die Entwicklung maßgeschneiderter Bildannotationstools;Workshop
22113;113;DHd 2022;Potsdam;[{'affiliation': 'Ludwig-Maximilians-Universität München, Germany', 'name': 'Poetis, Panoria'}, {'affiliation': 'Ludwig-Maximilians-Universität München, Germany', 'name': 'Radmacher, Emilia'}, {'affiliation': 'Ludwig-Maximilians-Universität München, Germany', 'name': 'Smiatek, Katharina'}, {'affiliation': 'Ludwig-Maximilians-Universität München, Germany', 'name': 'Schneider, Stefanie', 'orcid': '0000-0003-4915-6949'}];"Poetis, Panoria;Radmacher, Emilia;Smiatek, Katharina;Schneider, Stefanie";4;Kleingruppe;Kleingruppe_Vortrag;Kleingruppe_WAHR;WAHR;4;0;Kleingruppe_INTER;"""Wertlose"" Taggings und ihr Nutzen für die Kunstgeschichte";Vortrag
22114;114;DHd 2022;Potsdam;[{'affiliation': 'Universität Innsbruck, Austria', 'name': 'Rath, Brigitte', 'orcid': '0000-0003-0969-6297'}];Rath, Brigitte;1;Single;Single_Poster;Single_WAHR;WAHR;1;0;Single_NICHT;"Muster von ""you"" und ""thou"" - Modellierung der Anrede im englischen Sonett";Poster
22115;115;DHd 2022;Potsdam;[{'affiliation': 'University of Bielefeld, Germany', 'name': 'Rebora, Simone'}, {'affiliation': 'University of Basel, Switzerland', 'name': 'Messerli, Thomas'}, {'affiliation': 'University of Bielefeld, Germany', 'name': 'Herrmann, J. Berenike', 'orcid': '0000-0002-5256-0566'}];"Rebora, Simone;Messerli, Thomas;Herrmann, J. Berenike";3;Kleingruppe;Kleingruppe_Poster;Kleingruppe_WAHR;WAHR;2;1;Kleingruppe_INTER;Towards a Computational Study of German Book Reviews - A Comparison between Emotion Dictionaries and Transfer Learning in Sentiment Analysis;Poster
22116;116;DHd 2022;Potsdam;[{'affiliation': 'Department of Philosophy I, Ruhr University Bochum', 'name': 'Böhm, Alexander'}, {'affiliation': 'Faculty of Arts and Humanities, Heinrich-Heine-University Düsseldorf', 'name': 'Reiners-Selbach, Stefan'}, {'affiliation': 'Department of Philosophy I, Ruhr University Bochum', 'name': 'Baedke, Jan'}, {'affiliation': 'Department of Philosophy I, Ruhr University Bochum', 'name': 'Fábregas Tejeda, Alejandro'}, {'affiliation': 'Department of Philosophy, George Mason University', 'name': 'Nicholson, Daniel J.'}];"Böhm, Alexander;Reiners-Selbach, Stefan;Baedke, Jan;Fábregas Tejeda, Alejandro;Nicholson, Daniel J.";5;Kleingruppe;Kleingruppe_Poster;Kleingruppe_FALSCH;FALSCH;0;5;Kleingruppe_INTER;What was Theoretical Biology? A Topic-Modelling Analysis of a Multilingual Corpus of Monographs and Journals, 1914-1945;Poster
22117;117;DHd 2022;Potsdam;[{'affiliation': 'Universität Leipzig', 'name': 'Burghardt, Manuel', 'orcid': '0000-0003-1354-9089'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Czmiel, Alexander'}, {'affiliation': 'Universität zu Köln', 'name': 'Dieckmann, Lisa', 'orcid': '0000-0002-1708-7371'}, {'affiliation': 'Technische Universität Darmstadt', 'name': 'Guhr, Svenja', 'orcid': '0000-0002-7686-3609'}, {'affiliation': 'Technische Universität Darmstadt', 'name': 'Jacke, Janina'}, {'affiliation': 'Universität zu Köln', 'name': 'Reiter, Nils', 'orcid': '0000-0003-3193-6170'}, {'affiliation': 'Universität Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958'}, {'affiliation': 'Fachhochschule Potsdam', 'name': 'Wuttke, Ulrike', 'orcid': '0000-0002-8217-4025'}];"Burghardt, Manuel;Czmiel, Alexander;Dieckmann, Lisa;Guhr, Svenja;Jacke, Janina;Reiter, Nils;Scholger, Walter;Wuttke, Ulrike";8;Großgruppe;Großgruppe_Panel;Großgruppe_WAHR;WAHR;4;4;Großgruppe_INTER;Offen für alle(s)? Open Identities im Reviewprozess der DHd-Konferenz;Panel
22118;118;DHd 2022;Potsdam;[{'affiliation': 'Enote GmbH, Germany', 'name': 'Rettinghaus, Klaus', 'orcid': '0000-0003-1898-2543'}];Rettinghaus, Klaus;1;Single;Single_Poster;Single_FALSCH;FALSCH;0;1;Single_NICHT;Die Vermessung der (musikalischen) Welt;Poster
22119;119;DHd 2022;Potsdam;[{'affiliation': 'Staatsbibliothek zu Berlin – Preußischer Kulturbesitz', 'name': 'Altenhöner, Reinhard', 'orcid': '0000-0001-8274-780X'}, {'affiliation': 'Universität zu Köln', 'name': 'Dieckmann, Lisa', 'orcid': '0000-0002-1708-7371'}, {'affiliation': 'Universität Paderborn', 'name': 'Münzmay, Andreas', 'orcid': '0000-0002-8373-4055'}, {'affiliation': 'HU Berlin', 'name': 'Pratschke, Margarete'}, {'affiliation': 'Universität Leipzig', 'name': 'Primavesi, Patrick'}, {'affiliation': 'Universität Paderborn, Germany', 'name': 'Richts-Matthaei, Kristina', 'orcid': '0000-0001-8569-1995'}, {'affiliation': 'Universität Paderborn', 'name': 'Röwenstrunk, Daniel', 'orcid': '0000-0001-6271-2095'}, {'affiliation': 'FH Düsseldorf', 'name': 'Schulz, Christoph'}, {'affiliation': 'SLUB Dresden', 'name': 'Stellmacher, Martha', 'orcid': '0000-0001-5655-0130'}];"Altenhöner, Reinhard;Dieckmann, Lisa;Münzmay, Andreas;Pratschke, Margarete;Primavesi, Patrick;Richts-Matthaei, Kristina;Röwenstrunk, Daniel;Schulz, Christoph;Stellmacher, Martha";9;Großgruppe;Großgruppe_Panel;Großgruppe_WAHR;WAHR;4;5;Großgruppe_INTER;Kultur – Daten – Kuratierung Was speichern wir und wozu?;Panel
